Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire Alarm
-8.784,49.45,60,400,13236,20161,939.679,2.05,2.13,14.11,2.2,0.05,5134,1
-8.787,50.13,57,400,13232,20165,939.69,2.07,2.15,14.26,2.224,0.05,5135,1
-8.789,50.81,62,400,13224,20158,939.69,2.14,2.23,14.74,2.299,0.052,5136,1
-8.792,51.42,50,400,13232,20165,939.684,2.18,2.26,15,2.34,0.053,5137,1
-8.795,51.89,59,400,13224,20156,939.688,2.2,2.28,15.11,2.357,0.053,5138,1
-8.798,52.22,53,400,13229,20157,939.692,2.18,2.26,14.99,2.338,0.053,5139,1
-8.8,52.58,45,400,13233,20165,939.691,2.16,2.24,14.86,2.317,0.052,5140,1
-8.803,52.85,56,400,13231,20161,939.696,2.11,2.19,14.49,2.259,0.051,5141,1
-8.806,53.1,44,400,13230,20165,939.708,2.08,2.16,14.31,2.232,0.05,5142,1
-8.809,53.3,63,400,13226,20155,939.711,2.09,2.17,14.37,2.24,0.051,5143,1
-8.811,53.5,45,400,13235,20167,939.712,2.08,2.16,14.29,2.229,0.05,5144,1
-8.814,53.64,58,400,13232,20159,939.715,2.1,2.18,14.46,2.254,0.051,5145,1
-8.817,53.81,56,400,13240,20163,939.711,2.1,2.18,14.45,2.253,0.051,5146,1
-8.819,53.95,52,400,13232,20171,939.706,2.09,2.17,14.4,2.245,0.051,5147,1
-8.822,54.06,53,400,13230,20168,939.707,2.09,2.17,14.38,2.242,0.051,5148,1
-8.825,54.15,49,400,13230,20167,939.705,2.12,2.2,14.56,2.271,0.051,5149,1
-8.827,54.25,52,400,13233,20169,939.713,2.13,2.21,14.64,2.283,0.052,5150,1
-8.83,54.34,55,400,13231,20163,939.71,2.14,2.22,14.71,2.294,0.052,5151,1
-8.833,54.41,53,400,13237,20170,939.706,2.12,2.2,14.57,2.273,0.051,5152,1
-8.835,54.5,48,400,13233,20165,939.7,2.13,2.22,14.68,2.289,0.052,5153,1
-8.838,54.58,52,400,13239,20170,939.693,2.15,2.24,14.82,2.311,0.052,5154,1
-8.841,54.64,49,400,13235,20167,939.688,2.19,2.27,15.04,2.346,0.053,5155,1
-8.843,54.7,45,400,13236,20172,939.684,2.18,2.26,14.97,2.335,0.053,5156,1
-8.846,54.75,42,400,13239,20173,939.691,2.18,2.27,15.02,2.343,0.053,5157,1
-8.848,54.81,47,400,13234,20177,939.692,2.17,2.26,14.96,2.333,0.053,5158,1
-8.851,54.83,43,400,13234,20165,939.686,2.16,2.24,14.87,2.319,0.052,5159,1
-8.854,54.94,46,400,13238,20180,939.678,2.16,2.24,14.84,2.315,0.052,5160,1
-8.856,54.91,48,400,13233,20167,939.685,2.17,2.26,14.94,2.33,0.053,5161,1
-8.859,55.07,31,400,13246,20188,939.68,2.22,2.3,15.25,2.378,0.054,5162,1
-8.861,54.47,28,400,13260,20195,939.691,2.24,2.33,15.43,2.406,0.054,5163,1
-8.864,53.7,22,400,13253,20191,939.682,2.32,2.41,15.95,2.486,0.056,5164,1
-8.866,52.92,29,400,13248,20189,939.682,2.35,2.44,16.19,2.524,0.057,5165,1
-8.869,52.26,37,400,13244,20189,939.677,2.41,2.5,16.57,2.584,0.058,5166,1
-8.871,51.71,33,400,13249,20183,939.68,2.41,2.51,16.61,2.59,0.059,5167,1
-8.874,51.25,41,400,13242,20179,939.69,2.43,2.53,16.74,2.61,0.059,5168,1
-8.876,50.82,26,400,13246,20190,939.698,2.46,2.55,16.91,2.637,0.06,5169,1
-8.879,50.44,49,400,13241,20177,939.698,2.5,2.59,17.19,2.68,0.061,5170,1
-8.881,50.21,31,400,13250,20182,939.692,2.52,2.62,17.33,2.702,0.061,5171,1
-8.884,49.88,39,400,13243,20174,939.688,2.56,2.66,17.61,2.747,0.062,5172,1
-8.886,49.68,34,400,13242,20179,939.689,2.57,2.67,17.71,2.761,0.062,5173,1
-8.889,49.52,32,400,13247,20185,939.698,2.58,2.68,17.78,2.772,0.063,5174,1
-8.891,49.35,36,400,13243,20182,939.697,2.6,2.7,17.87,2.787,0.063,5175,1
-8.894,49.22,29,400,13248,20187,939.692,2.59,2.69,17.85,2.784,0.063,5176,1
-8.896,49.11,30,400,13236,20179,939.705,2.59,2.7,17.85,2.784,0.063,5177,1
-8.899,48.98,26,400,13248,20189,939.705,2.59,2.69,17.83,2.78,0.063,5178,1
-8.901,48.92,40,400,13244,20181,939.71,2.58,2.68,17.76,2.769,0.063,5179,1
-8.903,48.85,31,400,13247,20187,939.71,2.56,2.66,17.63,2.748,0.062,5180,1
-8.906,48.77,32,400,13240,20186,939.699,2.54,2.64,17.5,2.729,0.062,5181,1
-8.908,48.65,23,400,13244,20189,939.703,2.53,2.63,17.4,2.713,0.061,5182,1
-8.911,48.62,35,400,13247,20182,939.706,2.55,2.65,17.52,2.733,0.062,5183,1
-8.913,48.57,25,400,13256,20195,939.707,2.56,2.66,17.61,2.746,0.062,5184,1
-8.915,48.51,21,400,13255,20193,939.708,2.54,2.64,17.49,2.727,0.062,5185,1
-8.918,48.43,26,400,13247,20181,939.704,2.54,2.64,17.51,2.731,0.062,5186,1
-8.92,48.4,14,400,13261,20202,939.703,2.53,2.63,17.44,2.719,0.061,5187,1
-8.922,48.35,17,400,13259,20196,939.713,2.54,2.64,17.51,2.731,0.062,5188,1
-8.925,48.29,6,400,13264,20213,939.7,2.57,2.67,17.7,2.76,0.062,5189,1
-8.927,48.22,7,400,13260,20209,939.711,2.56,2.66,17.65,2.752,0.062,5190,1
-8.929,48.21,14,400,13257,20201,939.706,2.55,2.64,17.52,2.732,0.062,5191,1
-8.932,48.12,36,400,13247,20186,939.702,2.54,2.64,17.49,2.727,0.062,5192,1
-8.934,48.69,39,400,13242,20180,939.702,2.54,2.64,17.48,2.725,0.062,5193,1
-8.936,49.48,36,400,13243,20183,939.694,2.53,2.63,17.44,2.72,0.061,5194,1
-8.939,50.21,30,400,13248,20191,939.698,2.55,2.65,17.57,2.741,0.062,5195,1
-8.941,50.82,32,400,13247,20193,939.689,2.58,2.68,17.76,2.77,0.063,5196,1
-8.943,51.4,27,400,13248,20189,939.682,2.59,2.69,17.82,2.779,0.063,5197,1
-8.945,51.87,28,400,13245,20189,939.688,2.58,2.68,17.78,2.773,0.063,5198,1
-8.948,52.26,29,400,13254,20201,939.688,2.57,2.67,17.66,2.754,0.062,5199,1
-8.95,52.62,27,400,13245,20195,939.693,2.54,2.64,17.48,2.726,0.062,5200,1
-8.952,52.87,18,400,13253,20194,939.702,2.5,2.6,17.21,2.683,0.061,5201,1
-8.954,53.11,16,400,13252,20198,939.718,2.43,2.53,16.73,2.609,0.059,5202,1
-8.957,53.34,26,400,13253,20198,939.714,2.41,2.5,16.55,2.581,0.058,5203,1
-8.959,53.5,12,400,13251,20198,939.708,2.38,2.47,16.39,2.556,0.058,5204,1
-8.961,53.68,27,400,13248,20198,939.695,2.35,2.44,16.19,2.525,0.057,5205,1
-8.963,53.81,11,400,13258,20205,939.699,2.32,2.41,15.96,2.489,0.056,5206,1
-8.965,53.97,19,400,13251,20201,939.7,2.31,2.4,15.87,2.475,0.056,5207,1
-8.968,54.07,19,400,13252,20203,939.692,2.26,2.35,15.58,2.43,0.055,5208,1
-8.97,54.19,19,400,13255,20202,939.699,2.24,2.32,15.4,2.401,0.054,5209,1
-8.972,54.27,12,400,13259,20206,939.692,2.19,2.28,15.08,2.351,0.053,5210,1
-8.974,54.39,3,400,13263,20215,939.687,2.16,2.24,14.84,2.314,0.052,5211,1
-8.976,54.47,8,400,13259,20212,939.692,2.13,2.22,14.68,2.289,0.052,5212,1
-8.978,54.56,5,400,13257,20210,939.693,2.1,2.19,14.48,2.258,0.051,5213,1
-8.98,54.64,4,400,13264,20220,939.692,2.09,2.18,14.41,2.247,0.051,5214,1
-8.983,54.69,1,400,13260,20212,939.695,2.1,2.18,14.44,2.252,0.051,5215,1
-8.985,54.79,1,400,13262,20212,939.69,2.14,2.22,14.71,2.294,0.052,5216,1
-8.987,54.81,2,400,13258,20217,939.695,2.15,2.24,14.81,2.309,0.052,5217,1
-8.989,54.89,0,400,13266,20213,939.694,2.18,2.27,15.01,2.341,0.053,5218,1
-8.991,54.92,0,400,13259,20214,939.714,2.22,2.31,15.27,2.381,0.054,5219,1
-8.993,55.01,2,400,13257,20219,939.729,2.25,2.34,15.48,2.414,0.055,5220,1
-8.995,55.05,8,400,13257,20209,939.718,2.34,2.43,16.13,2.515,0.057,5221,1
-8.997,55.15,0,400,13271,20238,939.707,2.39,2.49,16.47,2.568,0.058,5222,1
-8.999,54.56,0,400,13281,20237,939.71,2.47,2.56,16.97,2.646,0.06,5223,1
-9.001,53.76,0,400,13273,20235,939.709,2.49,2.59,17.16,2.676,0.06,5224,1
-9.003,53.02,0,400,13276,20245,939.706,2.51,2.61,17.28,2.694,0.061,5225,1
-9.005,52.35,0,400,13270,20232,939.709,2.5,2.6,17.2,2.682,0.061,5226,1
-9.007,51.77,0,400,13271,20227,939.716,2.46,2.56,16.93,2.64,0.06,5227,1
-9.009,51.27,0,400,13278,20235,939.73,2.46,2.56,16.97,2.645,0.06,5228,1
-9.011,50.84,0,400,13271,20234,939.735,2.47,2.57,17.02,2.654,0.06,5229,1
-9.013,50.48,0,400,13271,20233,939.737,2.47,2.56,16.98,2.649,0.06,5230,1
-9.015,50.24,0,400,13267,20226,939.73,2.47,2.57,17.03,2.656,0.06,5231,1
-9.017,49.94,9,400,13264,20225,939.728,2.47,2.57,17,2.65,0.06,5232,1
-9.019,49.81,6,400,13260,20220,939.734,2.49,2.58,17.11,2.668,0.06,5233,1
-9.021,49.59,7,400,13261,20223,939.733,2.51,2.61,17.26,2.692,0.061,5234,1
-9.023,49.45,2,400,13263,20222,939.728,2.59,2.69,17.8,2.776,0.063,5235,1
-9.025,49.31,0,400,13270,20234,939.718,2.62,2.72,18.01,2.809,0.063,5236,1
-9.027,49.15,1,400,13260,20224,939.726,2.72,2.83,18.72,2.919,0.066,5237,1
-9.029,49.09,1,400,13262,20230,939.723,2.77,2.88,19.07,2.974,0.067,5238,1
-9.031,48.93,1,400,13267,20230,939.714,2.81,2.92,19.32,3.012,0.068,5239,1
-9.033,48.79,5,400,13266,20229,939.71,2.9,3.01,19.93,3.108,0.07,5240,1
-9.035,48.69,6,400,13261,20228,939.705,2.9,3.01,19.95,3.111,0.07,5241,1
-9.037,48.68,4,400,13267,20235,939.701,2.93,3.04,20.17,3.145,0.071,5242,1
-9.039,48.62,1,400,13263,20223,939.698,3,3.11,20.63,3.217,0.073,5243,1
-9.04,48.57,14,400,13258,20216,939.692,3.01,3.13,20.72,3.231,0.073,5244,1
-9.042,48.47,4,400,13264,20226,939.692,2.97,3.09,20.47,3.192,0.072,5245,1
-9.044,48.47,0,400,13262,20228,939.697,2.95,3.07,20.33,3.17,0.072,5246,1
-9.046,48.41,16,400,13258,20221,939.702,2.92,3.04,20.12,3.137,0.071,5247,1
-9.048,48.37,12,400,13259,20216,939.703,2.95,3.07,20.31,3.167,0.072,5248,1
-9.05,48.29,14,400,13261,20225,939.707,3.04,3.15,20.9,3.259,0.074,5249,1
-9.052,48.28,16,400,13255,20211,939.708,3.06,3.18,21.09,3.288,0.074,5250,1
-9.053,48.18,27,400,13244,20196,939.709,3.08,3.2,21.18,3.303,0.075,5251,1
-9.055,48.76,25,400,13250,20211,939.706,3.09,3.21,21.28,3.319,0.075,5252,1
-9.057,49.52,23,400,13244,20201,939.704,3.1,3.22,21.31,3.323,0.075,5253,1
-9.059,50.29,15,400,13254,20210,939.687,3.09,3.21,21.28,3.319,0.075,5254,1
-9.061,50.95,21,400,13249,20206,939.693,3.09,3.21,21.23,3.311,0.075,5255,1
-9.062,51.47,29,400,13246,20200,939.693,3.02,3.14,20.82,3.246,0.073,5256,1
-9.064,51.94,18,400,13252,20211,939.702,3.03,3.15,20.84,3.249,0.073,5257,1
-9.066,52.33,2,400,13257,20218,939.699,3,3.12,20.67,3.223,0.073,5258,1
-9.068,52.66,16,400,13255,20214,939.711,2.97,3.09,20.45,3.189,0.072,5259,1
-9.07,52.95,10,400,13261,20222,939.715,2.96,3.08,20.37,3.177,0.072,5260,1
-9.071,53.19,11,400,13259,20219,939.709,2.95,3.07,20.32,3.168,0.072,5261,1
-9.073,53.41,18,400,13251,20202,939.696,2.93,3.04,20.15,3.143,0.071,5262,1
-9.075,53.6,10,400,13259,20215,939.698,2.91,3.03,20.04,3.125,0.071,5263,1
-9.076,53.75,12,400,13249,20214,939.691,2.87,2.98,19.74,3.078,0.07,5264,1
-9.078,54.01,3,400,13258,20223,939.676,2.85,2.96,19.63,3.061,0.069,5265,1
-9.08,54.12,24,400,13256,20210,939.693,2.8,2.91,19.25,3.001,0.068,5266,1
-9.082,54.24,20,400,13252,20206,939.706,2.78,2.88,19.1,2.979,0.067,5267,1
-9.083,54.34,23,400,13255,20215,939.706,2.76,2.86,18.96,2.957,0.067,5268,1
-9.085,54.42,16,400,13250,20204,939.709,2.73,2.84,18.81,2.934,0.066,5269,1
-9.087,54.48,18,400,13260,20224,939.705,2.64,2.74,18.17,2.833,0.064,5270,1
-9.088,54.59,13,400,13256,20215,939.69,2.6,2.71,17.92,2.795,0.063,5271,1
-9.09,54.62,21,400,13261,20217,939.694,2.5,2.6,17.21,2.684,0.061,5272,1
-9.092,54.71,18,400,13254,20215,939.698,2.44,2.54,16.82,2.623,0.059,5273,1
-9.093,54.77,15,400,13258,20219,939.699,2.35,2.45,16.2,2.527,0.057,5274,1
-9.095,54.81,17,400,13253,20210,939.703,2.3,2.39,15.82,2.467,0.056,5275,1
-9.097,54.9,13,400,13250,20204,939.716,2.21,2.3,15.24,2.376,0.054,5276,1
-9.098,54.94,9,400,13248,20211,939.714,2.18,2.27,15.03,2.344,0.053,5277,1
-9.1,54.97,15,400,13255,20215,939.718,2.12,2.2,14.59,2.275,0.051,5278,1
-9.101,55.01,10,400,13251,20216,939.707,2.09,2.18,14.42,2.248,0.051,5279,1
-9.103,55.13,0,400,13267,20226,939.706,2.16,2.25,14.88,2.321,0.052,5280,1
-9.105,54.55,0,400,13268,20240,939.704,2.18,2.26,14.98,2.336,0.053,5281,1
-9.106,53.76,0,400,13271,20232,939.704,2.17,2.25,14.91,2.325,0.053,5282,1
-9.108,53,5,400,13264,20228,939.715,2.17,2.26,14.96,2.333,0.053,5283,1
-9.109,52.38,6,400,13268,20225,939.722,2.17,2.25,14.9,2.324,0.052,5284,1
-9.111,51.8,13,400,13259,20222,939.698,2.16,2.24,14.84,2.315,0.052,5285,1
-9.112,51.27,6,400,13256,20221,939.701,2.15,2.24,14.82,2.312,0.052,5286,1
-9.114,50.86,12,400,13264,20220,939.703,2.16,2.24,14.86,2.317,0.052,5287,1
-9.116,50.52,9,400,13263,20224,939.708,2.17,2.26,14.95,2.332,0.053,5288,1
-9.117,50.24,20,400,13256,20216,939.707,2.18,2.27,15.03,2.343,0.053,5289,1
-9.119,49.96,24,400,13258,20214,939.717,2.21,2.29,15.2,2.37,0.054,5290,1
-9.12,49.77,20,400,13257,20217,939.714,2.29,2.38,15.75,2.457,0.055,5291,1
-9.122,49.6,11,400,13259,20222,939.717,2.33,2.42,16.04,2.501,0.056,5292,1
-9.123,49.45,14,400,13262,20223,939.709,2.36,2.45,16.26,2.535,0.057,5293,1
-9.125,49.35,21,400,13257,20211,939.702,2.36,2.45,16.22,2.529,0.057,5294,1
-9.126,49.18,4,400,13254,20213,939.703,2.33,2.42,16.04,2.501,0.056,5295,1
-9.128,49.11,19,400,13255,20209,939.7,2.34,2.43,16.12,2.513,0.057,5296,1
-9.129,48.99,19,400,13262,20209,939.686,2.31,2.4,15.93,2.484,0.056,5297,1
-9.13,48.9,15,400,13256,20217,939.688,2.3,2.39,15.85,2.472,0.056,5298,1
-9.132,48.83,25,400,13254,20206,939.687,2.27,2.36,15.64,2.439,0.055,5299,1
-9.133,48.76,18,400,13255,20213,939.682,2.27,2.36,15.61,2.434,0.055,5300,1
-9.135,48.67,20,400,13254,20210,939.684,2.28,2.37,15.68,2.445,0.055,5301,1
-9.136,48.63,20,400,13253,20219,939.689,2.33,2.42,16.06,2.505,0.057,5302,1
-9.138,48.61,22,400,13255,20202,939.702,2.36,2.45,16.24,2.532,0.057,5303,1
-9.139,48.53,22,400,13255,20209,939.703,2.39,2.48,16.46,2.566,0.058,5304,1
-9.14,48.48,16,400,13257,20217,939.698,2.4,2.49,16.52,2.577,0.058,5305,1
-9.142,48.39,18,400,13256,20222,939.705,2.4,2.49,16.49,2.571,0.058,5306,1
-9.143,48.39,21,400,13254,20209,939.707,2.37,2.46,16.31,2.543,0.057,5307,1
-9.145,48.33,14,400,13261,20217,939.708,2.3,2.39,15.83,2.468,0.056,5308,1
-9.146,48.3,22,400,13254,20212,939.7,2.26,2.35,15.55,2.424,0.055,5309,1
-9.147,48.2,38,400,13245,20199,939.709,2.22,2.31,15.27,2.382,0.054,5310,1
-9.149,48.75,41,400,13243,20194,939.719,2.21,2.29,15.2,2.37,0.054,5311,1
-9.15,49.52,33,400,13244,20196,939.718,2.2,2.28,15.13,2.36,0.053,5312,1
-9.151,50.26,40,400,13245,20197,939.713,2.21,2.3,15.24,2.376,0.054,5313,1
-9.153,50.97,31,400,13246,20200,939.715,2.21,2.3,15.23,2.374,0.054,5314,1
-9.154,51.48,26,400,13246,20200,939.727,2.22,2.3,15.27,2.381,0.054,5315,1
-9.155,51.95,29,400,13247,20205,939.722,2.29,2.38,15.74,2.454,0.055,5316,1
-9.157,52.34,28,400,13252,20208,939.722,2.29,2.38,15.78,2.461,0.056,5317,1
-9.158,52.65,32,400,13244,20202,939.712,2.29,2.38,15.77,2.46,0.056,5318,1
-9.159,52.94,30,400,13250,20207,939.712,2.29,2.38,15.74,2.455,0.055,5319,1
-9.161,53.19,21,400,13251,20204,939.704,2.24,2.33,15.45,2.409,0.054,5320,1
-9.162,53.41,31,400,13252,20200,939.705,2.21,2.3,15.22,2.373,0.054,5321,1
-9.163,53.61,23,400,13251,20206,939.7,2.19,2.28,15.08,2.351,0.053,5322,1
-9.165,53.77,24,400,13253,20209,939.7,2.18,2.27,15.04,2.345,0.053,5323,1
-9.166,53.9,19,400,13250,20205,939.706,2.2,2.29,15.15,2.362,0.053,5324,1
-9.167,54.04,30,400,13250,20205,939.714,2.18,2.27,15.03,2.344,0.053,5325,1
-9.168,54.14,31,400,13245,20207,939.709,2.17,2.26,14.95,2.331,0.053,5326,1
-9.17,54.28,18,400,13255,20214,939.712,2.22,2.31,15.29,2.384,0.054,5327,1
-9.171,54.36,16,400,13254,20209,939.726,2.23,2.32,15.36,2.395,0.054,5328,1
-9.172,54.44,24,400,13257,20215,939.717,2.27,2.36,15.61,2.434,0.055,5329,1
-9.173,54.58,22,400,13258,20217,939.718,2.28,2.37,15.67,2.443,0.055,5330,1
-9.174,54.64,16,400,13258,20207,939.72,2.27,2.36,15.65,2.441,0.055,5331,1
-9.176,54.74,22,400,13255,20213,939.71,2.27,2.36,15.64,2.439,0.055,5332,1
-9.177,54.75,24,400,13255,20204,939.702,2.25,2.33,15.46,2.411,0.054,5333,1
-9.178,54.8,11,400,13260,20221,939.706,2.24,2.33,15.43,2.406,0.054,5334,1
-9.179,54.87,14,400,13258,20220,939.699,2.29,2.38,15.78,2.461,0.056,5335,1
-9.18,54.97,22,400,13257,20220,939.709,2.29,2.38,15.78,2.461,0.056,5336,1
-9.181,55,17,400,13259,20216,939.707,2.28,2.37,15.72,2.452,0.055,5337,1
-9.183,55.02,14,400,13257,20216,939.713,2.28,2.37,15.67,2.443,0.055,5338,1
-9.184,55.09,20,400,13259,20218,939.721,2.31,2.4,15.9,2.48,0.056,5339,1
-9.185,55.22,0,400,13276,20237,939.717,2.33,2.42,16,2.496,0.056,5340,1
-9.186,54.6,0,400,13276,20246,939.723,2.38,2.47,16.36,2.55,0.058,5341,1
-9.187,53.81,0,400,13274,20229,939.726,2.39,2.48,16.45,2.565,0.058,5342,1
-9.188,53.06,0,400,13279,20246,939.726,2.39,2.48,16.46,2.566,0.058,5343,1
-9.189,52.41,0,400,13271,20238,939.724,2.41,2.5,16.57,2.584,0.058,5344,1
-9.191,51.88,2,400,13275,20238,939.723,2.43,2.52,16.73,2.608,0.059,5345,1
-9.192,51.34,9,400,13262,20229,939.718,2.45,2.55,16.87,2.631,0.059,5346,1
-9.193,50.92,0,400,13270,20234,939.719,2.46,2.55,16.92,2.639,0.06,5347,1
-9.194,50.61,6,400,13273,20234,939.719,2.5,2.6,17.24,2.688,0.061,5348,1
-9.195,50.3,6,400,13269,20231,939.728,2.52,2.62,17.37,2.709,0.061,5349,1
-9.196,50.05,9,400,13264,20226,939.72,2.56,2.66,17.6,2.745,0.062,5350,1
-9.197,49.83,7,400,13270,20229,939.716,2.56,2.66,17.6,2.745,0.062,5351,1
-9.198,49.7,12,400,13265,20217,939.72,2.54,2.64,17.5,2.728,0.062,5352,1
-9.199,49.54,17,400,13260,20222,939.73,2.54,2.64,17.5,2.729,0.062,5353,1
-9.2,49.37,16,400,13263,20225,939.726,2.53,2.63,17.39,2.712,0.061,5354,1
-9.201,49.27,4,400,13265,20233,939.726,2.51,2.6,17.25,2.69,0.061,5355,1
-9.202,49.13,5,400,13262,20224,939.729,2.45,2.54,16.84,2.626,0.059,5356,1
-9.203,49.06,17,400,13261,20223,939.717,2.41,2.51,16.6,2.588,0.058,5357,1
-9.204,48.98,19,400,13256,20220,939.714,2.33,2.42,16.06,2.505,0.057,5358,1
-9.205,48.88,18,400,13257,20218,939.715,2.31,2.4,15.89,2.477,0.056,5359,1
-9.206,48.83,13,400,13262,20228,939.717,2.25,2.34,15.48,2.414,0.055,5360,1
-9.207,48.73,20,400,13258,20221,939.716,2.23,2.32,15.35,2.394,0.054,5361,1
-9.208,48.65,14,400,13253,20220,939.713,2.22,2.31,15.3,2.385,0.054,5362,1
-9.209,48.64,11,400,13258,20221,939.714,2.25,2.33,15.45,2.41,0.054,5363,1
-9.21,48.58,14,400,13264,20229,939.708,2.26,2.34,15.53,2.422,0.055,5364,1
-9.211,48.5,12,400,13259,20224,939.705,2.37,2.46,16.28,2.539,0.057,5365,1
-9.212,48.44,6,400,13261,20233,939.722,2.41,2.5,16.59,2.587,0.058,5366,1
-9.213,48.43,8,400,13260,20227,939.723,2.47,2.56,16.98,2.648,0.06,5367,1
-9.214,48.37,7,400,13258,20225,939.718,2.49,2.59,17.16,2.677,0.06,5368,1
-9.215,48.37,9,400,13261,20218,939.723,2.49,2.59,17.15,2.674,0.06,5369,1
-9.216,48.26,30,400,13248,20218,939.722,2.48,2.57,17.04,2.657,0.06,5370,1
-9.217,48.78,31,400,13243,20202,939.739,2.45,2.54,16.84,2.626,0.059,5371,1
-9.218,49.53,34,400,13243,20193,939.747,2.43,2.52,16.69,2.603,0.059,5372,1
-9.219,50.34,32,400,13241,20201,939.751,2.4,2.49,16.49,2.571,0.058,5373,1
-9.219,50.96,26,400,13248,20215,939.759,2.4,2.49,16.52,2.576,0.058,5374,1
-9.22,51.5,35,400,13244,20200,939.764,2.37,2.46,16.3,2.542,0.057,5375,1
-9.221,51.97,31,400,13251,20210,939.769,2.34,2.44,16.13,2.516,0.057,5376,1
-9.222,52.36,28,400,13248,20214,939.766,2.31,2.4,15.91,2.48,0.056,5377,1
-9.223,52.7,29,400,13260,20213,939.762,2.29,2.38,15.79,2.463,0.056,5378,1
-9.224,52.97,18,400,13248,20214,939.756,2.21,2.3,15.23,2.376,0.054,5379,1
-9.225,53.21,17,400,13255,20225,939.749,2.19,2.28,15.09,2.353,0.053,5380,1
-9.225,53.41,14,400,13254,20222,939.753,2.24,2.32,15.4,2.402,0.054,5381,1
-9.226,53.61,15,400,13255,20213,939.746,2.26,2.35,15.58,2.43,0.055,5382,1
-9.227,53.77,22,400,13255,20221,939.749,2.35,2.44,16.16,2.519,0.057,5383,1
-9.228,53.91,14,400,13258,20217,939.744,2.37,2.46,16.28,2.539,0.057,5384,1
-9.229,54.02,28,400,13251,20217,939.745,2.37,2.46,16.32,2.545,0.057,5385,1
-9.23,54.15,19,400,13248,20213,939.742,2.37,2.46,16.31,2.543,0.057,5386,1
-9.23,54.26,12,400,13254,20221,939.753,2.38,2.47,16.36,2.551,0.058,5387,1
-9.231,54.35,21,400,13255,20214,939.75,2.4,2.49,16.52,2.577,0.058,5388,1
-9.232,54.48,16,400,13255,20212,939.761,2.46,2.55,16.91,2.637,0.06,5389,1
-9.233,54.54,17,400,13258,20213,939.771,2.53,2.63,17.43,2.719,0.061,5390,1
-9.233,54.62,23,400,13258,20223,939.768,2.56,2.66,17.59,2.744,0.062,5391,1
-9.234,54.7,14,400,13255,20225,939.76,2.55,2.65,17.57,2.74,0.062,5392,1
-9.235,54.74,16,400,13250,20216,939.756,2.53,2.63,17.43,2.718,0.061,5393,1
-9.236,54.81,24,400,13250,20213,939.746,2.51,2.6,17.25,2.69,0.061,5394,1
-9.236,54.85,27,400,13246,20208,939.739,2.49,2.58,17.11,2.668,0.06,5395,1
-9.237,54.94,17,400,13260,20229,939.745,2.45,2.55,16.9,2.635,0.06,5396,1
-9.238,54.97,20,400,13255,20217,939.736,2.43,2.52,16.72,2.607,0.059,5397,1
-9.239,55.01,19,400,13252,20216,939.733,2.36,2.46,16.27,2.538,0.057,5398,1
-9.239,55.04,11,400,13257,20216,939.729,2.31,2.4,15.93,2.483,0.056,5399,1
-9.24,55.17,5,400,13276,20237,939.734,2.22,2.31,15.31,2.387,0.054,5400,1
-9.241,54.59,0,400,13271,20245,939.729,2.18,2.27,15.03,2.344,0.053,5401,1
-9.241,53.78,0,400,13272,20238,939.74,2.18,2.26,14.98,2.335,0.053,5402,1
-9.242,53.02,1,400,13279,20249,939.741,2.19,2.28,15.08,2.351,0.053,5403,1
-9.243,52.37,1,400,13277,20245,939.742,2.23,2.31,15.32,2.389,0.054,5404,1
-9.243,51.82,1,400,13273,20231,939.73,2.28,2.37,15.67,2.443,0.055,5405,1
-9.244,51.32,0,400,13273,20247,939.722,2.29,2.38,15.79,2.462,0.056,5406,1
-9.245,50.88,0,400,13270,20239,939.716,2.34,2.44,16.14,2.516,0.057,5407,1
-9.245,50.55,7,400,13265,20236,939.715,2.38,2.47,16.35,2.55,0.058,5408,1
-9.246,50.25,0,400,13270,20240,939.724,2.4,2.5,16.55,2.581,0.058,5409,1
-9.247,50.07,2,400,13267,20236,939.721,2.42,2.51,16.65,2.597,0.059,5410,1
-9.247,49.76,4,400,13266,20232,939.733,2.43,2.52,16.72,2.607,0.059,5411,1
-9.248,49.63,7,400,13264,20234,939.731,2.4,2.5,16.54,2.58,0.058,5412,1
-9.249,49.44,0,400,13266,20235,939.727,2.37,2.46,16.32,2.545,0.057,5413,1
-9.249,49.33,0,400,13268,20234,939.744,2.36,2.45,16.24,2.532,0.057,5414,1
-9.25,49.25,5,400,13266,20233,939.746,2.38,2.48,16.41,2.559,0.058,5415,1
-9.25,49.09,1,400,13269,20232,939.745,2.4,2.49,16.49,2.571,0.058,5416,1
-9.251,49.01,2,400,13266,20239,939.733,2.41,2.51,16.62,2.591,0.059,5417,1
-9.252,48.91,4,400,13264,20238,939.734,2.44,2.54,16.82,2.623,0.059,5418,1
-9.252,48.84,8,400,13265,20234,939.733,2.46,2.56,16.94,2.642,0.06,5419,1
-9.253,48.77,0,400,13272,20245,939.73,2.48,2.57,17.04,2.657,0.06,5420,1
-9.253,48.7,2,400,13265,20241,939.738,2.51,2.61,17.29,2.696,0.061,5421,1
-9.254,48.62,11,400,13261,20236,939.734,2.54,2.64,17.47,2.724,0.062,5422,1
